0	3	3	1	3	1	
1	3	3	1	3	1	
2	3	3	1	3	1	
3	3	3	1	3	1	
4	3	3	1	3	1	
5	3	3	1	3	1	
6	3	3	1	3	1	
7	3	3	1	3	1	
8	3	3	1	3	1	
9	3	3	1	3	1	
10	3	3	1	3	1	
11	3	3	1	3	1	
12	3	3	1	3	1	
13	3	3	1	3	1	
14	3	3	1	3	1	
15	3	3	1	3	1	
16	3	3	1	3	1	
17	3	3	1	3	1	
18	3	3	1	3	1	
19	3	3	1	3	1	
20	3	3	1	3	1	
21	3	3	1	3	1	
22	3	3	1	3	1	
23	3	3	1	3	1	
24	3	3	1	3	1	
25	3	3	1	3	1	
26	3	3	1	3	1	
27	3	3	1	3	1	
28	3	3	1	3	1	
29	3	3	1	3	1	
30	2	3	1	3	1	
31	2	3	1	3	1	
32	2	3	1	3	1	
33	2	3	1	3	1	
34	2	3	1	3	1	
35	2	3	1	3	1	
36	2	3	1	3	1	
37	2	3	1	3	1	
38	2	3	1	3	1	
39	2	3	1	3	1	
40	2	3	1	3	1	
41	2	3	1	3	1	
42	2	3	1	3	1	
43	2	3	1	3	1	
44	2	3	1	3	1	
45	2	3	1	3	1	
46	2	3	1	3	1	
47	2	3	1	3	1	
48	2	3	1	3	1	
49	2	3	1	3	1	
50	2	3	1	3	1	
51	2	3	1	3	1	
52	2	3	1	3	1	
53	2	3	1	3	1	
54	4	3	1	3	1	
55	4	3	1	3	1	
56	4	3	1	3	1	
57	1	3	1	3	1	
58	1	2	1	3	1	
59	1	2	1	3	1	
60	1	2	1	3	1	
61	1	2	1	3	1	
62	1	2	1	3	1	
63	1	2	1	3	1	
64	1	2	1	3	1	
65	1	2	1	3	1	
66	1	2	1	3	1	
67	1	2	1	3	1	
68	1	2	1	3	1	
69	1	2	1	3	1	
70	1	2	1	3	1	
71	1	2	1	3	1	
72	1	2	1	3	1	
73	1	2	1	3	1	
74	1	2	1	3	1	
75	1	2	1	3	1	
76	1	2	1	3	1	
77	1	2	1	3	1	
78	1	2	1	3	1	
79	1	2	1	3	1	
80	1	2	1	3	1	
81	1	2	1	3	1	
82	1	1	1	3	1	
83	1	1	1	3	1	
84	1	1	1	3	1	
85	1	1	1	3	1	
86	1	1	1	3	1	
87	1	1	1	3	1	
88	1	1	1	3	1	
89	1	1	1	3	1	
90	1	1	1	3	1	
91	1	1	1	3	1	
92	1	1	1	3	1	
93	1	1	1	3	1	
94	1	1	1	3	1	
95	3	1	1	3	1	
96	3	1	1	3	1	
97	3	1	1	3	1	
98	3	1	1	2	1	
99	3	1	1	2	1	
100	3	1	1	2	1	
101	3	1	1	2	1	
102	3	1	2	2	1	
103	3	1	2	2	1	
104	3	1	2	2	1	
105	3	1	2	2	1	
106	3	2	2	2	1	
107	3	2	2	2	1	
108	3	2	2	2	1	
109	3	2	2	2	1	
110	3	2	2	2	1	
111	3	2	2	2	1	
112	3	2	2	2	1	
113	3	2	2	2	1	
114	3	2	2	2	1	
115	3	2	2	2	1	
116	3	2	2	2	1	
117	3	2	2	2	1	
118	3	1	2	2	1	
119	3	1	2	2	1	
120	3	1	2	2	1	
121	3	1	2	2	1	
122	3	1	2	1	1	
123	3	1	2	1	1	
124	3	1	2	1	1	
125	3	1	2	1	1	
126	3	1	1	1	1	
127	3	1	1	1	1	
128	3	1	1	1	1	
129	3	1	1	1	1	
130	3	2	1	1	1	
131	3	2	1	1	1	
132	3	2	1	1	1	
133	3	2	1	1	1	
134	3	2	1	2	1	
135	3	2	1	2	1	
136	3	2	1	2	1	
137	3	2	1	2	1	
138	3	2	1	2	1	
139	3	2	1	2	1	
140	3	2	1	2	1	
141	3	2	1	2	1	
142	3	3	1	2	2	
143	3	3	1	2	2	
144	3	3	1	2	2	
145	3	3	1	2	2	
146	3	3	1	3	2	
147	3	3	1	3	2	
148	3	3	1	3	2	
149	3	3	1	3	2	
150	3	3	1	3	2	
151	3	3	2	3	2	
152	3	3	2	3	2	
153	0	3	2	3	2	
154	0	3	2	3	2	
155	0	3	2	3	2	
156	0	3	2	3	2	
157	0	3	2	3	2	
158	0	3	2	2	2	
159	0	3	2	2	2	
160	0	1	0	0	0	
161	0	1	0	0	0	
162	2	1	0	0	0	
163	2	1	0	3	0	
164	2	1	0	3	0	
165	2	1	0	3	0	
166	2	1	0	3	0	
167	2	1	0	3	0	
168	2	1	0	3	0	
169	2	1	0	3	0	
170	2	1	0	3	0	
171	4	1	0	3	0	
172	4	1	0	3	0	
173	1	1	0	3	0	
174	1	1	0	3	0	
175	1	1	0	3	0	
176	1	1	0	3	0	
177	1	1	0	3	0	
178	1	1	0	3	0	
179	1	1	0	3	0	
180	1	1	0	3	0	
181	1	1	0	3	0	
182	1	1	0	3	0	
183	1	1	0	3	0	
184	1	1	0	3	0	
185	1	1	0	3	0	
186	1	1	0	3	0	
187	1	1	0	3	0	
188	1	1	0	3	0	
189	1	1	0	3	0	
190	1	1	0	3	0	
191	1	1	0	3	0	
192	1	1	0	3	0	
193	0	1	0	3	0	
194	0	1	0	3	0	
195	0	0	0	3	0	
196	0	0	0	3	0	
197	0	0	0	3	0	
198	0	0	0	3	0	
199	0	0	0	3	0	
200	0	0	0	3	0	
201	0	0	0	3	0	
202	0	0	0	3	0	
203	0	0	0	3	0	
204	0	0	0	3	0	
205	0	0	0	3	0	
206	0	0	0	3	0	
207	0	0	0	3	0	
208	0	0	0	3	0	
209	0	0	0	3	0	
210	0	0	0	3	0	
211	0	0	0	2	0	
212	0	0	0	2	0	
213	0	0	0	2	0	
214	0	0	0	2	0	
215	0	0	0	2	0	
216	0	0	0	2	0	
217	3	0	0	2	0	
218	3	0	0	2	0	
219	3	1	0	2	0	
220	3	1	0	2	0	
221	3	1	0	2	0	
222	3	1	0	2	0	
223	3	1	0	2	0	
224	3	1	0	2	0	
225	3	1	0	2	0	
226	3	1	0	2	0	
227	3	1	0	2	0	
228	3	1	0	2	0	
229	3	1	0	2	0	
230	3	1	0	2	0	
231	3	1	0	2	0	
232	3	1	0	2	0	
233	3	1	0	2	0	
234	3	1	0	2	0	
235	3	1	0	3	0	
236	3	1	0	3	0	
237	4	1	0	3	0	
238	4	1	0	3	0	
239	4	1	0	3	0	
240	1	1	0	3	0	
241	1	1	0	3	0	
242	1	1	0	3	0	
243	1	1	0	3	0	
244	1	1	0	3	0	
245	1	1	0	3	0	
246	1	1	0	3	0	
247	1	1	0	3	0	
248	1	1	0	3	0	
249	1	1	0	3	0	
250	1	1	0	3	0	
251	1	1	0	3	3	
252	1	1	0	3	3	
253	1	1	0	3	3	
254	1	1	0	3	3	
255	1	1	0	3	3	
256	3	1	0	3	3	
257	3	1	0	3	3	
258	3	1	0	3	3	
259	3	1	0	3	3	
260	3	1	0	3	3	
261	3	1	0	3	3	
262	3	1	0	3	3	
263	3	1	0	3	3	
264	3	1	0	3	3	
265	3	1	0	3	3	
266	3	1	0	3	3	
267	3	0	0	3	3	
268	3	0	0	3	3	
269	3	0	0	3	3	
270	3	0	0	3	3	
271	3	0	0	3	3	
272	4	0	0	3	3	
273	4	0	0	3	3	
274	4	0	0	3	3	
275	4	0	0	3	3	
276	4	0	0	3	3	
277	4	0	0	3	3	
278	4	0	0	3	3	
279	4	0	0	3	3	
280	4	0	0	3	3	
281	4	0	1	3	3	
282	4	0	1	3	3	
283	4	0	1	3	3	
284	4	0	1	3	3	
285	4	0	1	3	3	
286	4	0	1	3	3	
287	4	0	1	3	3	
288	4	0	1	3	3	
289	4	0	1	3	3	
290	4	0	1	3	3	
291	4	1	1	3	3	
292	4	1	1	3	3	
293	4	1	1	3	3	
294	4	1	1	3	3	
295	4	1	1	3	3	
296	4	1	1	3	3	
297	4	1	1	3	3	
298	4	1	1	3	3	
299	4	1	1	2	3	
300	4	1	1	2	3	
301	4	1	1	2	3	
302	4	1	1	2	3	
303	4	1	1	2	3	
304	2	1	1	2	3	
305	2	1	0	2	3	
306	2	1	0	2	3	
307	2	1	0	2	3	
308	2	1	0	2	3	
309	2	1	0	2	3	
310	2	1	0	2	3	
311	2	1	0	3	3	
312	2	1	0	3	3	
313	2	1	0	3	3	
314	2	1	0	3	3	
315	2	1	0	3	3	
316	2	1	0	3	3	
317	2	1	0	3	3	
318	2	1	0	3	3	
319	2	1	0	3	3	
320	2	1	0	3	3	
321	2	1	0	3	3	
322	0	1	0	3	3	
